Generations	Gene	k_i	C_i
29250	mreC	1	0.0
29250	mtlD	1	0.0
29250	nadR	3	0.333333333333
29250	narZ	1	0.0
29250	nudC	1	0.0
29250	oppD	1	0.0
29250	pbpC	1	0.0
29250	pflB	2	1.0
29250	phoH	2	1.0
29250	phoR	1	0.0
29250	plsB	1	0.0
29250	prlA	1	0.0
29250	proX	1	0.0
29250	pykA	1	0.0
29250	pykF	0	0.0
29250	queA	1	0.0
29250	rbsA	1	0.0
29250	rbsB	1	0.0
29250	rbsD	2	0.0
29250	rbsR	1	0.0
29250	recF	1	0.0
29250	recO	1	0.0
29250	rfbB	1	0.0
29250	rnb	1	0.0
29250	rne	1	0.0
29250	rpiR	1	0.0
29250	rplF	2	0.0
29250	rpsA	1	0.0
29250	rpsC	2	0.0
29250	sapA	1	0.0
29250	sapF	1	0.0
29250	speG	2	1.0
29250	spoT	4	0.333333333333
29250	thiI	1	0.0
29250	thrA	2	0.0
29250	trkH	2	0.0
29250	wzy	1	0.0
29250	yaaX	3	1.0
29250	yadF	2	1.0
29250	yadH	1	0.0
29250	ybaE	1	0.0
29250	ybaL	2	0.0
29250	ybbN	1	0.0
29250	ybcU	1	0.0
29250	ybeA	1	0.0
29250	ybeB	3	0.666666666667
29250	ybeM	1	0.0
29250	ybhP	1	0.0
29250	ycbB	2	0.0
29250	ycdM	1	0.0
29250	yceK	3	1.0
29250	ycfC	1	0.0
29250	ycgG	1	0.0
29250	ydhH	1	0.0
29250	ydhK	1	0.0
29250	ydiQ	1	0.0
29250	yebY	4	1.0
29250	yecE	1	0.0
29250	yeeF	3	0.333333333333
29250	yeeI	1	0.0
29250	yeeR	1	0.0
29250	yeeU	1	0.0
29250	yegO	1	0.0
29250	yfaQ	1	0.0
29250	yfcTU	1	0.0
29250	ygbO	1	0.0
29250	yggM	1	0.0
29250	yghS	1	0.0
29250	ygjD	1	0.0
29250	ygjG	2	0.0
29250	yhdG	2	0.0
29250	yhdJ	1	0.0
29250	yhfX	1	0.0
29250	yhhN	1	0.0
29250	yicC	1	0.0
29250	yicL	1	0.0
29250	yieO	2	0.0
29250	yihP	2	0.0
29250	yihR	1	0.0
29250	yjcE	1	0.0
29250	yjeB	1	0.0
29250	yjgM	1	0.0
29250	yjgN	1	0.0
29250	yjiX	3	0.666666666667
29250	yjjY	45	0.0272727272727
29250	ylcG	41	0.00487804878049
29250	yliE	1	0.0
29250	yoaE	1	0.0
29250	yqeB	1	0.0
29250	yqhH	5	0.9
29250	yrbA	2	1.0
29250	zntA	1	0.0
13250	ECB_00737	2	0.0
13250	ECB_01992	5	0.8
13250	ECB_02797	3	0.666666666667
13250	ECB_02816	5	1.0
13250	ECB_02852	5	1.0
13250	ECB_03722	4	0.833333333333
13250	acpP	9	0.888888888889
13250	acs	2	1.0
13250	appC	3	0.666666666667
13250	arcA	3	0.666666666667
13250	blr	49	0.113945578231
13250	cls	4	1.0
13250	cycA	2	0.0
13250	envZ	2	1.0
13250	fabF	3	0.666666666667
13250	flgB	39	0.103913630229
13250	galF	3	0.666666666667
13250	hokB	35	0.221848739496
13250	hokD	54	0.0782669461915
13250	hsdS	4	1.0
13250	hslU	0	0.0
13250	hupB	8	0.928571428571
13250	hyfA	5	1.0
13250	iap	2	1.0
13250	iclR	1	0.0
13250	infB	3	1.0
13250	infC	7	0.904761904762
13250	lon	3	0.666666666667
13250	lrp	5	0.9
13250	malT	2	1.0
13250	metH	2	0.0
13250	mntH	4	0.833333333333
13250	mokC	12	0.712121212121
13250	mreB	3	0.666666666667
13250	mreC	2	1.0
13250	nadR	3	0.666666666667
13250	narZ	2	1.0
13250	nudC	4	0.833333333333
13250	oppD	2	1.0
13250	phoH	2	0.0
13250	plsB	5	0.9
13250	prlA	2	1.0
13250	proX	2	0.0
13250	pykF	0	0.0
13250	rbsA	3	0.666666666667
13250	rbsB	4	0.833333333333
13250	rbsD	3	0.666666666667
13250	rbsR	5	1.0
13250	recO	2	1.0
13250	rfbB	2	1.0
13250	rnb	3	0.666666666667
13250	rne	5	0.9
13250	rpiR	3	0.666666666667
13250	rplF	3	0.666666666667
13250	rpsA	3	0.666666666667
13250	rpsC	3	0.666666666667
13250	sapF	4	0.833333333333
13250	speG	5	0.9
13250	spoT	4	0.833333333333
13250	thiI	4	0.833333333333
13250	thrA	4	0.833333333333
13250	trkH	3	0.666666666667
13250	wzy	3	0.666666666667
13250	ybaE	4	0.833333333333
13250	ybaL	5	0.9
13250	ybbN	5	0.9
13250	ybeB	10	0.777777777778
13250	ybeM	5	1.0
13250	ybhP	4	0.833333333333
13250	ycdM	4	1.0
13250	yceK	5	0.8
13250	ycfC	5	0.9
13250	yebY	9	0.888888888889
13250	yecE	5	0.9
13250	yeeF	2	1.0
13250	yeeR	2	0.0
13250	yeeU	2	0.0
13250	yegO	2	0.0
13250	yfaQ	4	1.0
13250	yfcTU	2	0.0
13250	yggM	2	1.0
13250	yghS	5	0.9
13250	ygjD	2	1.0
13250	yhdG	3	0.666666666667
13250	yhdJ	3	0.666666666667
13250	yieO	2	1.0
13250	yihP	3	0.666666666667
13250	yjcE	4	0.833333333333
13250	yjiX	22	0.316017316017
13250	yjjY	57	0.0895989974937
13250	ylcG	61	0.0628415300546
13250	yqeB	3	0.666666666667
13250	yqhH	15	0.52380952381
17750	ECB_00737	3	0.666666666667
17750	ECB_01992	4	0.833333333333
17750	ECB_02797	1	0.0
17750	ECB_02816	2	0.0
17750	ECB_02852	4	0.5
17750	ECB_03710	2	0.0
17750	ECB_03722	2	0.0
17750	acpP	9	0.805555555556
17750	acs	2	0.0
17750	appC	1	0.0
17750	arcA	4	0.5
17750	blr	33	0.0965909090909
17750	cls	4	0.5
17750	cpsG	3	0.666666666667
17750	cpxR	1	0.0
17750	cycA	2	0.0
17750	envZ	1	0.0
17750	fabF	3	0.333333333333
17750	flgB	5	0.7
17750	flu	2	0.0
17750	galF	3	0.333333333333
17750	gltA	1	0.0
17750	gmhB	4	0.666666666667
17750	hokB	35	0.134453781513
17750	hokD	52	0.0490196078431
17750	hsdS	3	0.333333333333
17750	hslU	0	0.0
17750	hupB	7	0.904761904762
17750	hyfA	4	0.5
17750	iap	1	0.0
17750	iclR	1	0.0
17750	ilvL	34	0.0944741532977
17750	infB	3	1.0
17750	infC	3	0.333333333333
17750	lacZ	2	0.0
17750	lon	1	0.0
17750	lrp	3	0.666666666667
17750	malT	3	0.666666666667
17750	menC	1	0.0
17750	metH	2	1.0
17750	metJ	5	0.5
17750	mntH	2	0.0
17750	mokC	6	0.6
17750	mreB	5	0.7
17750	mreC	1	0.0
17750	mtlD	4	0.5
17750	nadR	2	0.0
17750	narZ	1	0.0
17750	nudC	2	0.0
17750	oppD	1	0.0
17750	pbpC	2	0.0
17750	pflB	4	0.833333333333
17750	phoH	2	0.0
17750	phoR	2	0.0
17750	plsB	2	1.0
17750	prlA	1	0.0
17750	proX	3	0.666666666667
17750	pykF	0	0.0
17750	rbsA	1	0.0
17750	rbsB	2	0.0
17750	rbsD	4	0.666666666667
17750	rbsR	4	0.5
17750	recO	1	0.0
17750	rfbB	1	0.0
17750	rnb	1	0.0
17750	rne	2	1.0
17750	rpiR	3	0.666666666667
17750	rplF	3	0.333333333333
17750	rpsA	1	0.0
17750	rpsC	3	0.333333333333
17750	sapA	2	0.0
17750	sapF	2	0.0
17750	speG	3	0.666666666667
17750	spoT	4	0.833333333333
17750	thiI	2	0.0
17750	thrA	3	1.0
17750	trkH	3	0.333333333333
17750	wzy	1	0.0
17750	ybaE	2	0.0
17750	ybaL	4	0.333333333333
17750	ybbN	3	0.666666666667
17750	ybeB	9	0.583333333333
17750	ybeM	4	0.5
17750	ybhP	2	0.0
17750	ycdM	4	0.5
17750	yceK	4	0.833333333333
17750	ycfC	4	0.666666666667
17750	yebY	9	0.805555555556
17750	yecE	4	0.666666666667
17750	yeeF	1	0.0
17750	yeeI	3	0.666666666667
17750	yeeR	2	0.0
17750	yeeU	3	0.666666666667
17750	yegO	2	0.0
17750	yfaQ	4	0.5
17750	yfcTU	2	0.0
17750	yggM	1	0.0
17750	yghS	4	0.666666666667
17750	ygjD	1	0.0
17750	ygjG	2	0.0
17750	yhdG	2	0.0
17750	yhdJ	1	0.0
17750	yicL	1	0.0
17750	yieO	2	1.0
17750	yihP	1	0.0
17750	yjcE	2	0.0
17750	yjeB	6	0.866666666667
17750	yjiX	25	0.133333333333
17750	yjjY	51	0.0305882352941
17750	ylcG	46	0.0164251207729
17750	yoaE	2	0.0
17750	yqeB	1	0.0
17750	yqhH	22	0.264069264069
51250	ECB_00737	1	0.0
51250	ECB_01540	1	0.0
51250	ECB_01992	2	1.0
51250	ECB_02012	1	0.0
51250	ECB_02013	6	0.8
51250	ECB_02621	1	0.0
51250	ECB_02797	1	0.0
51250	ECB_02816	2	1.0
51250	ECB_02836	1	0.0
51250	ECB_02837	1	0.0
51250	ECB_02852	1	0.0
51250	ECB_03438	1	0.0
51250	ECB_03460	1	0.0
51250	ECB_03710	1	0.0
51250	ECB_03719	1	0.0
51250	ECB_03722	2	1.0
51250	acpP	3	1.0
51250	acs	4	1.0
51250	appC	1	0.0
51250	appY	2	1.0
51250	arcA	4	1.0
51250	arcB	1	0.0
51250	argR	3	1.0
51250	aroG	2	1.0
51250	astE	1	0.0
51250	atoC	1	0.0
51250	blr	4	1.0
51250	caiT	1	0.0
51250	cirA	1	0.0
51250	cls	1	0.0
51250	cpsG	2	1.0
51250	cpxR	1	0.0
51250	crp	1	0.0
51250	cusR	1	0.0
51250	cycA	1	0.0
51250	degS	2	1.0
51250	deoR	2	1.0
51250	dgt	1	0.0
51250	envZ	2	1.0
51250	fabF	3	1.0
51250	fadE	1	0.0
51250	fadL	1	0.0
51250	farR	2	1.0
51250	feoA	1	0.0
51250	fimA	2	1.0
51250	fimE	2	1.0
51250	flgB	1	0.0
51250	flu	1	0.0
51250	ftsA	1	0.0
51250	ftsI	1	0.0
51250	ftsK	1	0.0
51250	galF	1	0.0
51250	glgA	1	0.0
51250	glgC	1	0.0
51250	glpF	2	1.0
51250	glpG	1	0.0
51250	glpR	3	1.0
51250	gltA	1	0.0
51250	gltB	1	0.0
51250	gltS	1	0.0
51250	gmhB	2	1.0
51250	gudP	1	0.0
51250	hcp	3	1.0
51250	helD	1	0.0
51250	hemX	2	1.0
51250	hepA	1	0.0
51250	hflB	1	0.0
51250	hflC	2	1.0
51250	hisL	74	0.0318400592373
51250	hokB	4	1.0
51250	hokD	93	0.0224403927069
51250	hpaX	1	0.0
51250	hsdS	3	1.0
51250	hslU	0	0.0
51250	hupB	3	1.0
51250	hyfA	1	0.0
51250	hyfB	1	0.0
51250	iap	1	0.0
51250	iclR	0	0.0
51250	idnT	1	0.0
51250	ilvL	61	0.0333333333333
51250	infA	3	1.0
51250	infB	3	1.0
51250	infC	3	1.0
51250	iscR	2	1.0
51250	kduD	3	1.0
51250	kefB	1	0.0
51250	lacZ	1	0.0
51250	lon	1	0.0
51250	lrp	1	0.0
51250	maeB	1	0.0
51250	malT	4	1.0
51250	manC	1	0.0
51250	manY	1	0.0
51250	menC	2	1.0
51250	metH	4	1.0
51250	metJ	3	1.0
51250	metR	2	1.0
51250	mhpR	2	1.0
51250	mntH	4	1.0
51250	mokB	2	1.0
51250	mokC	3	1.0
51250	mqo	1	0.0
51250	mreB	4	1.0
51250	mreC	1	0.0
51250	mtlD	1	0.0
51250	nadR	0	0.0
51250	narH	1	0.0
51250	narZ	72	0.0387323943662
51250	nudC	2	1.0
51250	nusA	1	0.0
51250	oppD	1	0.0
51250	pbpC	1	0.0
51250	pflB	4	1.0
51250	phoH	3	1.0
51250	phoR	1	0.0
51250	plsB	1	0.0
51250	prlA	1	0.0
51250	proX	1	0.0
51250	pykA	1	0.0
51250	pykF	0	0.0
51250	queA	1	0.0
51250	rbsA	1	0.0
51250	rbsB	2	1.0
51250	rbsD	2	1.0
51250	rbsR	1	0.0
51250	recF	1	0.0
51250	recO	1	0.0
51250	rfbB	1	0.0
51250	rnb	1	0.0
51250	rne	1	0.0
51250	rpiR	1	0.0
51250	rplF	3	1.0
51250	rpsA	1	0.0
51250	rpsC	2	1.0
51250	rpsD	1	0.0
51250	rpsE	3	1.0
51250	sapA	1	0.0
51250	sapF	2	1.0
51250	speG	1	0.0
51250	spoT	4	1.0
51250	sucB	1	0.0
51250	tap	1	0.0
51250	thiI	1	0.0
51250	thrA	3	1.0
51250	tktB	1	0.0
51250	torA	1	0.0
51250	trkH	1	0.0
51250	wzx	1	0.0
51250	wzy	1	0.0
51250	yaaX	1	0.0
51250	yabB	2	1.0
51250	yadF	3	1.0
51250	yadG	2	1.0
51250	yadH	2	1.0
51250	yahA	1	0.0
51250	yahE	1	0.0
51250	ybaE	1	0.0
51250	ybaL	3	1.0
51250	ybbB	1	0.0
51250	ybbN	2	1.0
51250	ybcU	2	1.0
51250	ybeA	3	1.0
51250	ybeB	3	1.0
51250	ybeM	1	0.0
51250	ybhP	2	1.0
51250	ybiN	1	0.0
51250	ybjD	1	0.0
51250	ybjE	1	0.0
51250	ycbB	3	1.0
51250	ycdM	1	0.0
51250	yceK	3	1.0
51250	ycfC	2	1.0
51250	ycgG	1	0.0
51250	ydfI	1	0.0
51250	ydhH	1	0.0
51250	ydhK	1	0.0
51250	ydiQ	3	1.0
51250	yeaU	1	0.0
51250	yebY	3	1.0
51250	yecE	2	1.0
51250	yeeF	3	1.0
51250	yeeI	2	1.0
51250	yeeR	1	0.0
51250	yeeU	1	0.0
51250	yegO	1	0.0
51250	yejF	1	0.0
51250	yfaQ	1	0.0
51250	yfcTU	1	0.0
51250	yfhR	1	0.0
51250	yfiH	1	0.0
51250	yfiQ	1	0.0
51250	ygbK	1	0.0
51250	ygbO	1	0.0
51250	yggM	1	0.0
51250	yghS	2	1.0
51250	ygiQ	1	0.0
51250	ygjD	1	0.0
51250	ygjG	3	1.0
51250	yhbG	1	0.0
51250	yhdG	3	1.0
51250	yhdJ	1	0.0
51250	yhfX	1	0.0
51250	yhhN	2	1.0
51250	yicC	1	0.0
51250	yicL	1	0.0
51250	yieH	1	0.0
51250	yieO	3	1.0
51250	yihP	3	1.0
51250	yihR	1	0.0
51250	yihS	1	0.0
51250	yiiT	3	1.0
51250	yjcE	1	0.0
51250	yjeB	3	1.0
51250	yjgM	2	1.0
51250	yjgN	1	0.0
51250	yjiX	4	1.0
51250	yjjY	78	0.037962037962
51250	ylcG	2	1.0
51250	yliE	1	0.0
51250	yoaE	1	0.0
51250	yqeB	1	0.0
51250	yqhH	4	1.0
51250	yrbA	3	1.0
51250	zntA	1	0.0
28750	ECB_00737	1	0.0
28750	ECB_01992	3	1.0
28750	ECB_02012	1	0.0
28750	ECB_02013	49	0.00765306122449
28750	ECB_02797	1	0.0
28750	ECB_02816	2	0.0
28750	ECB_02852	1	0.0
28750	ECB_03710	1	0.0
28750	ECB_03722	1	0.0
28750	acpP	4	1.0
28750	acs	2	0.0
28750	appC	1	0.0
28750	appY	1	0.0
28750	arcA	3	0.0
28750	aroG	1	0.0
28750	blr	3	0.666666666667
28750	cirA	1	0.0
28750	cls	1	0.0
28750	cpsG	2	1.0
28750	cpxR	2	1.0
28750	crp	1	0.0
28750	cusR	1	0.0
28750	cycA	1	0.0
28750	degS	1	0.0
28750	deoR	1	0.0
28750	dgt	1	0.0
28750	envZ	2	0.0
28750	fabF	2	0.0
28750	flgB	3	1.0
28750	flu	1	0.0
28750	galF	2	0.0
28750	glpF	1	0.0
28750	glpR	2	0.0
28750	gltA	1	0.0
28750	gmhB	1	0.0
28750	hokB	3	0.666666666667
28750	hokD	55	0.0222222222222
28750	hpaX	1	0.0
28750	hsdS	2	0.0
28750	hslU	0	0.0
28750	hupB	2	1.0
28750	hyfA	1	0.0
28750	hyfB	1	0.0
28750	iap	1	0.0
28750	iclR	0	0.0
28750	ilvL	33	0.0454545454545
28750	infB	2	0.0
28750	infC	2	0.0
28750	lacZ	1	0.0
28750	lon	1	0.0
28750	lrp	2	1.0
28750	malT	4	0.333333333333
28750	manY	1	0.0
28750	menC	2	1.0
28750	metH	3	0.0
28750	metJ	1	0.0
28750	metR	1	0.0
28750	mntH	1	0.0
28750	mokC	3	0.333333333333
28750	mqo	1	0.0
28750	mreB	3	0.333333333333
28750	mreC	1	0.0
28750	mtlD	1	0.0
28750	nadR	3	0.333333333333
28750	narZ	1	0.0
28750	nudC	1	0.0
28750	oppD	1	0.0
28750	pbpC	1	0.0
28750	pflB	2	1.0
28750	phoH	2	1.0
28750	phoR	1	0.0
28750	plsB	1	0.0
28750	prlA	1	0.0
28750	proX	1	0.0
28750	pykA	1	0.0
28750	pykF	0	0.0
28750	queA	1	0.0
28750	rbsA	1	0.0
28750	rbsB	1	0.0
28750	rbsD	2	0.0
28750	rbsR	1	0.0
28750	recF	1	0.0
28750	recO	1	0.0
28750	rfbB	1	0.0
28750	rnb	1	0.0
28750	rne	1	0.0
28750	rpiR	1	0.0
28750	rplF	2	0.0
28750	rpsA	1	0.0
28750	rpsC	2	0.0
28750	sapA	1	0.0
28750	sapF	1	0.0
28750	speG	2	1.0
28750	spoT	4	0.333333333333
28750	thiI	1	0.0
28750	thrA	2	0.0
28750	trkH	2	0.0
28750	wzy	1	0.0
28750	yaaX	3	1.0
28750	yadF	2	1.0
28750	yadH	1	0.0
28750	ybaE	1	0.0
28750	ybaL	2	0.0
28750	ybbN	1	0.0
28750	ybcU	1	0.0
28750	ybeA	1	0.0
28750	ybeB	3	0.666666666667
28750	ybeM	1	0.0
28750	ybhP	1	0.0
28750	ycbB	2	0.0
28750	ycdM	1	0.0
28750	yceK	3	1.0
28750	ycfC	1	0.0
28750	ycgG	1	0.0
28750	ydhH	1	0.0
28750	ydhK	1	0.0
28750	ydiQ	1	0.0
28750	yebY	4	1.0
28750	yecE	1	0.0
28750	yeeF	3	0.333333333333
28750	yeeI	1	0.0
28750	yeeR	1	0.0
28750	yeeU	1	0.0
28750	yegO	1	0.0
28750	yfaQ	1	0.0
28750	yfcTU	1	0.0
28750	ygbO	1	0.0
28750	yggM	1	0.0
28750	yghS	1	0.0
28750	ygjD	1	0.0
28750	ygjG	2	0.0
28750	yhdG	2	0.0
28750	yhdJ	1	0.0
28750	yhfX	1	0.0
28750	yhhN	1	0.0
28750	yicC	1	0.0
28750	yicL	1	0.0
28750	yieO	2	0.0
28750	yihP	2	0.0
28750	yihR	1	0.0
28750	yjcE	1	0.0
28750	yjeB	1	0.0
28750	yjgM	1	0.0
28750	yjgN	1	0.0
28750	yjiX	3	0.666666666667
28750	yjjY	45	0.0272727272727
28750	ylcG	41	0.00487804878049
28750	yliE	1	0.0
28750	yoaE	1	0.0
28750	yqeB	1	0.0
28750	yqhH	5	0.9
28750	yrbA	2	1.0
28750	zntA	1	0.0
32250	ECB_00737	1	0.0
32250	ECB_01992	3	1.0
32250	ECB_02012	1	0.0
32250	ECB_02013	53	0.033381712627
32250	ECB_02797	1	0.0
32250	ECB_02816	2	0.0
32250	ECB_02852	1	0.0
32250	ECB_03710	1	0.0
32250	ECB_03722	1	0.0
32250	acpP	4	1.0
32250	acs	2	0.0
32250	appC	1	0.0
32250	appY	1	0.0
32250	arcA	3	0.666666666667
32250	aroG	1	0.0
32250	blr	4	1.0
32250	cirA	1	0.0
32250	cls	1	0.0
32250	cpsG	3	1.0
32250	cpxR	2	1.0
32250	crp	1	0.0
32250	cusR	2	1.0
32250	cycA	1	0.0
32250	degS	1	0.0
32250	deoR	1	0.0
32250	dgt	1	0.0
32250	envZ	2	0.0
32250	fabF	3	1.0
32250	feoA	3	1.0
32250	flgB	3	1.0
32250	flu	1	0.0
32250	galF	2	1.0
32250	glgC	1	0.0
32250	glpF	1	0.0
32250	glpG	1	0.0
32250	glpR	2	1.0
32250	gltA	1	0.0
32250	gmhB	1	0.0
32250	hokB	3	1.0
32250	hokD	56	0.0253246753247
32250	hpaX	1	0.0
32250	hsdS	3	1.0
32250	hslU	0	0.0
32250	hupB	3	1.0
32250	hyfA	1	0.0
32250	hyfB	1	0.0
32250	iap	1	0.0
32250	iclR	0	0.0
32250	ilvL	39	0.0499325236167
32250	infB	2	1.0
32250	infC	2	0.0
32250	lacZ	1	0.0
32250	lon	1	0.0
32250	lrp	2	1.0
32250	maeB	1	0.0
32250	malT	4	0.666666666667
32250	manY	2	1.0
32250	menC	2	0.0
32250	metH	3	0.666666666667
32250	metJ	1	0.0
32250	metR	1	0.0
32250	mntH	1	0.0
32250	mokB	43	0.031007751938
32250	mokC	3	0.666666666667
32250	mqo	1	0.0
32250	mreB	3	0.666666666667
32250	mreC	1	0.0
32250	mtlD	1	0.0
32250	nadR	0	0.0
32250	narZ	1	0.0
32250	nudC	1	0.0
32250	oppD	1	0.0
32250	pbpC	1	0.0
32250	pflB	2	1.0
32250	phoH	2	1.0
32250	phoR	1	0.0
32250	plsB	1	0.0
32250	prlA	1	0.0
32250	proX	1	0.0
32250	pykA	1	0.0
32250	pykF	0	0.0
32250	queA	1	0.0
32250	rbsA	1	0.0
32250	rbsB	1	0.0
32250	rbsD	2	1.0
32250	rbsR	1	0.0
32250	recF	1	0.0
32250	recO	2	1.0
32250	rfbB	1	0.0
32250	rnb	1	0.0
32250	rne	1	0.0
32250	rpiR	1	0.0
32250	rplF	3	1.0
32250	rpsA	1	0.0
32250	rpsC	2	1.0
32250	sapA	1	0.0
32250	sapF	1	0.0
32250	speG	2	1.0
32250	spoT	3	0.333333333333
32250	thiI	1	0.0
32250	thrA	2	1.0
32250	trkH	2	1.0
32250	wzy	1	0.0
32250	yaaX	3	1.0
32250	yadF	2	1.0
32250	yadH	2	1.0
32250	ybaE	1	0.0
32250	ybaL	2	1.0
32250	ybbN	1	0.0
32250	ybcU	2	1.0
32250	ybeA	1	0.0
32250	ybeB	2	1.0
32250	ybeM	1	0.0
32250	ybhP	1	0.0
32250	ybiN	1	0.0
32250	ycbB	2	1.0
32250	ycdM	1	0.0
32250	yceK	3	1.0
32250	ycfC	1	0.0
32250	ycgG	1	0.0
32250	ydhH	1	0.0
32250	ydhK	1	0.0
32250	ydiQ	1	0.0
32250	yebY	4	1.0
32250	yecE	1	0.0
32250	yeeF	3	0.666666666667
32250	yeeI	1	0.0
32250	yeeR	1	0.0
32250	yeeU	1	0.0
32250	yegO	1	0.0
32250	yfaQ	1	0.0
32250	yfcTU	1	0.0
32250	yfhR	1	0.0
32250	ygbO	1	0.0
32250	yggM	1	0.0
32250	yghS	1	0.0
32250	ygjD	1	0.0
32250	ygjG	2	1.0
32250	yhdG	2	1.0
32250	yhdJ	1	0.0
32250	yhfX	1	0.0
32250	yhhN	1	0.0
32250	yicC	1	0.0
32250	yicL	1	0.0
32250	yieH	2	1.0
32250	yieO	2	0.0
32250	yihP	2	1.0
32250	yihR	1	0.0
32250	yjcE	1	0.0
32250	yjeB	1	0.0
32250	yjgM	2	1.0
32250	yjgN	1	0.0
32250	yjiX	4	1.0
32250	yjjY	47	0.0388529139685
32250	ylcG	14	0.208791208791
32250	yliE	1	0.0
32250	yoaE	1	0.0
32250	yqeB	1	0.0
32250	yqhH	5	0.9
32250	yrbA	3	1.0
32250	zntA	1	0.0
36750	ECB_00737	2	0.0
36750	ECB_01992	3	0.666666666667
36750	ECB_02012	1	0.0
36750	ECB_02013	56	0.0409090909091
36750	ECB_02621	1	0.0
36750	ECB_02797	2	0.0
36750	ECB_02816	2	1.0
36750	ECB_02836	2	0.0
36750	ECB_02837	1	0.0
36750	ECB_02852	1	0.0
36750	ECB_03438	2	0.0
36750	ECB_03710	2	0.0
36750	ECB_03719	2	0.0
36750	ECB_03722	1	0.0
36750	acpP	2	0.0
36750	acs	3	1.0
36750	appC	2	0.0
36750	appY	1	0.0
36750	arcA	4	1.0
36750	aroG	1	0.0
36750	astE	1	0.0
36750	atoC	2	0.0
36750	blr	4	1.0
36750	cirA	2	0.0
36750	cls	1	0.0
36750	cpsG	1	0.0
36750	cpxR	2	0.0
36750	crp	1	0.0
36750	cusR	1	0.0
36750	cycA	2	0.0
36750	degS	1	0.0
36750	deoR	2	0.0
36750	dgt	2	0.0
36750	envZ	2	1.0
36750	fabF	2	1.0
36750	feoA	2	0.0
36750	flgB	2	0.0
36750	flu	2	0.0
36750	galF	2	1.0
36750	glgC	1	0.0
36750	glpF	2	0.0
36750	glpG	2	0.0
36750	glpR	2	1.0
36750	gltA	1	0.0
36750	gltB	1	0.0
36750	gmhB	2	0.0
36750	hcp	2	0.0
36750	hokB	5	0.9
36750	hokD	81	0.0108024691358
36750	hpaX	1	0.0
36750	hsdS	4	1.0
36750	hslU	0	0.0
36750	hupB	2	0.0
36750	hyfA	1	0.0
36750	hyfB	2	0.0
36750	iap	1	0.0
36750	iclR	0	0.0
36750	ilvL	79	0.0084388185654
36750	infB	2	1.0
36750	infC	2	1.0
36750	lacZ	2	0.0
36750	lon	2	0.0
36750	lrp	2	0.0
36750	maeB	1	0.0
36750	malT	3	1.0
36750	manY	1	0.0
36750	menC	3	1.0
36750	metH	4	1.0
36750	metJ	2	1.0
36750	metR	1	0.0
36750	mhpR	1	0.0
36750	mntH	1	0.0
36750	mokB	1	0.0
36750	mokC	4	1.0
36750	mqo	1	0.0
36750	mreB	4	1.0
36750	mreC	1	0.0
36750	mtlD	1	0.0
36750	nadR	3	1.0
36750	narH	1	0.0
36750	narZ	53	0.044267053701
36750	nudC	1	0.0
36750	oppD	1	0.0
36750	pbpC	1	0.0
36750	pflB	3	1.0
36750	phoH	4	1.0
36750	phoR	1	0.0
36750	plsB	1	0.0
36750	prlA	1	0.0
36750	proX	2	0.0
36750	pykA	1	0.0
36750	pykF	0	0.0
36750	queA	2	0.0
36750	rbsA	2	0.0
36750	rbsB	1	0.0
36750	rbsD	2	1.0
36750	rbsR	1	0.0
36750	recF	2	0.0
36750	recO	1	0.0
36750	rfbB	1	0.0
36750	rnb	2	0.0
36750	rne	1	0.0
36750	rpiR	2	0.0
36750	rplF	2	1.0
36750	rpsA	2	0.0
36750	rpsC	2	1.0
36750	sapA	2	0.0
36750	sapF	1	0.0
36750	speG	2	0.0
36750	spoT	3	1.0
36750	thiI	1	0.0
36750	thrA	2	1.0
36750	torA	2	0.0
36750	trkH	2	1.0
36750	wzy	2	0.0
36750	yaaX	2	0.0
36750	yadF	2	0.0
36750	yadH	1	0.0
36750	ybaE	1	0.0
36750	ybaL	3	0.666666666667
36750	ybbN	2	0.0
36750	ybcU	1	0.0
36750	ybeA	2	1.0
36750	ybeB	4	0.833333333333
36750	ybeM	1	0.0
36750	ybhP	1	0.0
36750	ybiN	1	0.0
36750	ycbB	3	0.666666666667
36750	ycdM	1	0.0
36750	yceK	1	0.0
36750	ycfC	2	0.0
36750	ycgG	2	0.0
36750	ydhH	1	0.0
36750	ydhK	1	0.0
36750	ydiQ	2	0.0
36750	yebY	3	0.666666666667
36750	yecE	2	0.0
36750	yeeF	4	1.0
36750	yeeI	2	0.0
36750	yeeR	2	0.0
36750	yeeU	2	0.0
36750	yegO	2	0.0
36750	yfaQ	1	0.0
36750	yfcTU	2	0.0
36750	yfhR	2	0.0
36750	ygbO	1	0.0
36750	yggM	1	0.0
36750	yghS	2	0.0
36750	ygjD	1	0.0
36750	ygjG	2	1.0
36750	yhbG	2	0.0
36750	yhdG	2	1.0
36750	yhdJ	2	0.0
36750	yhfX	2	0.0
36750	yhhN	2	0.0
36750	yicC	1	0.0
36750	yicL	1	0.0
36750	yieH	1	0.0
36750	yieO	3	1.0
36750	yihP	3	0.666666666667
36750	yihR	2	0.0
36750	yjcE	1	0.0
36750	yjeB	2	0.0
36750	yjgM	2	1.0
36750	yjgN	2	0.0
36750	yjiX	4	1.0
36750	yjjY	52	0.0475113122172
36750	ylcG	1	0.0
36750	yliE	1	0.0
36750	yoaE	2	0.0
